DIRECTORID|NAME|RESPOSTA|STATUS
nm1207166|Alan Lowery||
nm0683696|Michael Pilz||
nm3672123|Paul Diffley||
nm0728699|Rudolf Zehetgruber||
nm0690390|Alessandro Pondi||
nm3356917|Dan Tucker||
nm2428146|Wayne Derrick||
nm0536827|Brendan Maher||
nm2343498|Girish Mohite||
nm3651659|Geoff Lapaire||
nm0136551|René Cardona III||
nm1435971|Alex Kamer||
nm4680003|Matt Cottingham||
nm0777300|Josh Schwartz||
nm0104547|Karin Brandauer||
nm1941682|Thomas Russell||
nm1324774|Jerry G. Angelo||
nm0606328|Morris||
nm0125894|Carl Byker||
nm2201408|Murat Toktamisoglu||
nm0464951|Andrzej Kondratiuk||
nm0855040|David Tennant||
nm3320010|Nikita Zubarev||
nm0837425|Hiroshi Sugawara||
nm1541261|Lillian Schwartz||
nm1754484|Murat Saraçoglu||
nm0951709|Brent Zacky||
nm9214307|Girish A.D.||
nm0077928|Arthur Berthelet||
nm2319883|Gabriel Riva Palacio Alatriste||
nm0619103|Takao Nagaishi||
nm0017352|Rafael Alcázar||
nm3860356|Emily Richardson||
nm0285858|Ron Ford||
nm4479660|Nick Nanton||
nm1100276|Olga Spátová||
nm0687390|Liz Plonka||
nm1131922|Paul Berczeller||
nm5402490|Sebastien Grousset||
nm0777447|Stefan Schwartz||
nm0826452|Robert A. Stemmle||
nm0061522|Murray Battle||
nm0896826|Berthold Viertel||
nm2191279|Putipong Saisikaew||
nm0813992|Paul Sommer||
nm0962995|Daniel B. Levin||
nm0347957|Devon Gummersall||
nm0408098|Tetsuo Imazawa||
nm0002978|Florian Gärtner||
nm0225085|Michael Dibb||
nm1372462|Brittany Wiscombe||
nm2672860|Emily Moss Wilson||
nm0084819|Claus Bjerre||
nm0226417|Miguel Ángel Díez||
nm0421874|Scott Jeralds||
nm0482774|Joel Lamangan||
nm0816869|Martha Spanninger||
nm0773780|Dick Schneider||
nm0853330|Wesley Taylor||
nm0509035|Olivia Lichtenstein||
nm0327591|Victor Gonzalez||
nm0881591|Kiriô Urayama||
nm2911298|Markku Heikkinen||
nm0946559|Ernest Yasan||
nm7121645|James Bowsher||
nm0568228|Don McDougall||
nm0405329|Caleb Hystad||
nm1975382|Erik A. Candiani||
nm0866707|Yoshiyuki Tomino||
nm2758967|Dan Villegas||
nm0257647|Katharine English||
nm0994365|Angus MacQueen||
nm2402482|Max Amini||
nm0474233|Pieter Kuijpers||
nm0271909|Paul Fennell||
nm0782659|Erkki Seiro||
nm0171122|Lionel Coleman||
nm1038127|Tatia Rosenthal||
nm0174989|James R. Connell||
nm0320852|William Girdler||
nm0378660|Michael Herbig||
nm0494886|Richard Leacock||
nm2664384|Drew Marvick||
nm0075894|Pat Bermel||
nm4265029|Ross Finkel||
nm0937034|Frieder Wittich||
nm3982227|Sara Gardephe||
nm5031184|Estibaliz Urresola Solaguren||
nm2197845|Gilbert Chan||
nm0209672|Mike De Leon||
nm2161784|Ryan McGinley||
nm2971661|Jennifer Alyx||
nm4995547|Noel J. Rainford||
nm7612957|Yûta Murano||
nm4273797|Jerrod Carmichael||
nm1360317|Xabi Molia||
nm0022828|Kevin Altieri||
nm4057890|Jason Dallas||
nm4488634|Nico Casavecchia||
nm2051728|Morgan Matthews||
nm0001590|Chazz Palminteri||
nm6146593|Ayush Banker||
nm2499748|Joan Espinach||
nm1552261|Nithiwat Tharatorn||
nm9974129|Anders Emblem||
nm2358765|Brent Pierson||
nm4765550|Orelsan||
nm0275717|Demofilo Fidani||
nm0487177|Michael Lantieri||
nm0254660|Tony Elliott||
nm0790395|Barry Shear||
nm1744293|Mevlut Akkaya||
nm0369399|Silja Hauksdóttir||
nm0903944|Igor Voznesensky||
nm0564827|Tim McCanlies||
nm1074107|Robert Walker||
nm1668152|Rob Gibbons||
nm6919260|Matt Lofgren||
nm2096009|Andrew Jones||
nm1920738|Robert S. Bader||
nm0314671|Clyde Geronimi||
nm0421559|Kim Hagen Jensen||
nm2859393|Daniel Maze||
nm0166507|Harry Cleven||
nm2460756|Andrew Murray||
nm3737847|Kazuo Miyake||
nm3547147|Elle Callahan||
nm0812308|Sonja Sohn||
nm0001845|Forest Whitaker||
nm0170113|Harley Cokeliss||
nm2925240|Anthony David||
nm0087904|Barry W. Blaustein||
nm0314480|Paul Germain||
nm0689187|Michael Polish||
nm0895536|Robert Veze||
nm3719026|Angel Delgado||
nm1369426|Liz Gill||
nm1242298|Vishal Solanki||
nm10109513|Nico Perrino||
nm2033930|Franklin Guerrero Jr.||
nm7733844|Raphael Treza||
nm0006774|Joshua Sinclair||
nm4480290|Tom Dowler||
nm1169526|Patrick Wang||
nm2438654|Liang Ying||
nm0010383|Aleksandr Adabashyan||
nm6518937|Bruno Jorge||
nm1192619|Keith Eidse||
nm2713500|Sam Qualiana||
nm0401176|Ann Hui||
nm3644812|Jo Sung-hee||
nm0144018|Xan Cassavetes||
nm0920679|Laurie Weltz||
nm1914992|Robert Greene||
nm3834799|Charlotte Wells||
nm2287850|Rebecca Cremona||
nm0955434|Yang Zhang||
nm0196664|Anja Daelemans||
nm6860464|Eric Scott Johnson||
nm2430834|Chris Reading||
nm5823232|Lukasz Gutt||
nm2429658|Gia Milani||
nm0102547|Bruno Bozzetto||
nm1655252|Joel Paul Reisig||
nm3595119|Johanna Lietha||
nm0735083|César Rodrigues||
nm0002192|Michel Audiard||
nm0573934|Timothy McNeil||
nm2008284|Seo You-min||
nm2289860|Juliano Dornelles||
nm0546765|Stuart Margolin||
nm8273413|Arun Prabhu Purushothaman||
nm2967774|Steven Palmer Peterson||
nm3088151|Louis Clichy||
nm10529751|Ryôsuke Azuma||
nm1641117|Alex Pettyfer||
nm0411085|Yoshihiro Ishikawa||
nm11396435|Laurent Richard||
nm0665902|Nigel Patrick||
nm4373497|Spain Willingham||
nm1795664|Scott Glosserman||
nm0025435|Simon Amstell||
nm0836708|Hannes Stöhr||
nm5327801|Lekha Singh||
nm0057261|Roberto D'Ettorre Piazzoli||
nm1018493|Rakeysh Omprakash Mehra||
nm9457572|David Fowler||
nm0222104|Stephen Deutsch||
nm0696236|Richard Press||
nm0197636|Stephen Daldry||
nm2400555|Mel Eslyn||
nm5178386|Jed Shepherd||
nm0027370|Robin Anderson||
nm6483324|Emmanuel Adjei||
nm0871188|Andrew Traucki||
nm0909770|Matthew Jason Walsh||
nm0700659|Massimo Pupillo||
nm1703609|Yasuhiro Geshi||
nm0689796|Abraham Polonsky||
nm1380306|Elina Hirvonen||
nm1109446|Graham Henman||
nm1224554|Vladan Nikolic||
nm0593039|Merata Mita||
nm1317966|Peter Burger||
nm3394554|Daniel Sánchez López||
nm2297377|Beth Elise Hawk||
nm1166167|Julia Marchese||
nm0475218|Stephen Kunken||
nm0552336|Gérard Martin||
nm0776209|Carl Schultz||
nm2561940|Fabrice Eboué||
nm0336831|Mike Gray||
nm0401201|Michael Hui||
nm0263943|Bill Ewing||
nm0788058|Maxwell Shane||
nm2432961|Eva Cools||
nm2272814|Ekaterina Eremenko||
nm2282774|Chris Appelhans||
nm1189187|Nicolas Harvard||
nm1928500|Hao Ning||
nm0761522|Denis Sanders||
nm0174659|Stijn Coninx||
nm3550532|Aris Triandafyllou||
nm3532899|Rob Federic||
nm5787591|Sergey Torchilin||
nm0386570|Oliver Hirschbiegel||
nm0062372|Peter Baumgartner||
nm5006702|James J. Coker||
nm1242172|Rúnar Rúnarsson||
nm0233339|Antonio Dorado||
nm1734912|Bernabé Rico||
nm0714935|Chris Redish||
nm5293610|Donku Lee||
nm5703989|Charles Shaw||
nm0128764|Mario Caiano||
nm3498229|Yu Shan Chen||
nm1768200|Simon Linscheid||
nm0007193|Richie Keen||
nm0295826|Cyrus Frisch||
nm0665494|Iain Paterson||
nm1755493|Zeke Pinheiro||
nm1118475|Nobutaka Itô||
nm0961621|Robert Rhodin||
nm0310539|Jake Gavin||
nm0954028|Chanoch Ze'evi||
nm6713838|Rob Michels||
nm1515795|Lisanne Pajot||
nm4099092|Trey Edward Shults||
nm0944757|Yabo Yablonsky||
nm0931654|Saul Williams||
nm4342198|Burak Aksak||
nm0122672|Gary Burns||
nm0644283|Reinout Oerlemans||
nm1011835|Kelly Nyks||
nm5216590|Ziggy Hofmeyr||
nm1224387|Konda Mason||
nm12060844|Peyfa||
nm2614479|Mark Hicks||
nm0753473|Boris Rytsarev||
nm0608666|Gregory Mosher||
nm4581620|Anne Hamilton||
nm3112190|Carlos Marques-Marcet||
nm6252943|Harish Vyas||
nm1840892|Fabiomassimo Lozzi||
nm0513044|Timo Linnasalo||
nm0715931|Laurence Rees||
nm0688132|Amy Poehler||
nm0860034|David M. Thompson||
nm0467726|Philippe Kotlarski||
nm1099711|Ruairi Robinson||
nm1140103|Kim Seong-je||
nm0219971|Sunny Deol||
nm0609236|Jonathan Mostow||
nm5039000|Abi Damaris Corbin||
nm7470181|Steve McCarthy||
nm0593222|Chris W. Mitchell||
nm0360144|Mark Hanlon||
nm3834171|Jason M. Koch||
nm4305424|Tom Dolby||
nm0805597|Ran Slavin||
nm1462317|Marit Moum Aune||
nm0516286|Chi Muoi Lo||
nm0183686|Emmanuel Courcol||
nm0429069|Rashida Jones||
nm1862815|Venkat Prabhu||
nm0001801|Robert Towne||
nm0940774|Rowan Woods||
nm2035360|Tina Mascara||
nm3747583|Lon Moore||
nm0672148|Tjebbo Penning||
nm1274384|Stewart Wade||
nm5141259|Fabien Delage||
nm0756903|Hiroshi Saitô||
nm0922346|Simon West||
nm4087693|Terrance Ryker||
nm0526467|Johan Lundh||
nm0003343|Rob Schmidt||
nm0792610|Zachary Ray Sherman||
nm3961626|Cory Bailey||
nm0695038|Marcos Prado||
nm1553338|Marianne Trench||
nm0450646|Kwok-Man Keung||
nm0358497|Robert Hammer||
nm3646390|Jonathan del Val||
nm2610677|Rola Nashef||
nm0001238|Jesús Franco||
nm0320588|Bob Giraldi||
nm0451884|Callie Khouri||
nm3997700|Houda Benyamina||
nm0813301|Cary Solomon||
nm0953508|John Zaritsky||
nm0716347|Nicolas Winding Refn||
nm1550026|Nancy Kissam||
nm0005389|Victoria Rowell||
nm3324210|Quan Zhou||
nm2601775|Yûichirô Hirakawa||
nm0510245|Peter Lilienthal||
nm1630429|Teemu Nikki||
nm0959994|Tatsushi Ômori||
nm1328639|Jeremy Deller||
nm3625513|Kevin Forrest||
nm0497579|Tso Nam Lee||
nm0586198|George Mihalka||
nm4074404|Leigh Janiak||
nm4219612|Paul J. Hildebrandt||
nm0950590|Yong-sik Yu||
nm0006659|Khalid Mohamed||
nm0217798|Robert Delpire||
nm0169308|David Cohen||
nm4191750|Nicolaas Veul||
nm5150898|Kerry Yang||
nm0116753|Alf Brustellin||
nm5582587|Jordan Wayne Long||
nm11443137|Daisuke Sato||
nm0789054|Ian Sharp||
nm0937748|Fred Wolf||
nm0934684|Kathrine Windfeld||
nm2364904|Jennifer Yee McDevitt||
nm0061955|Yevgeny Bauer||
nm4384181|Tao Lin||
nm0133044|Anna Campion||
nm2168940|Kaitlin McLaughlin||
nm0182459|Saverio Costanzo||
nm0563585|Mary Mazzio||
nm0598531|Mark Monroe||
nm0662953|Gordon Parks||
nm3421040|Michael Sinclair||
nm2834758|Antoneta Alamat Kusijanovic||
nm2591840|Darina Shmidt||
nm0472259|Caryn Krooth||
nm0887361|Hugo Van Lawick||
nm1289956|Laura Neri||
nm0510681|Mauro Lima||
nm1422184|Benjamin Whalley||
nm0202842|Charles David||
nm0703954|Paul Quinn||
nm6245916|Todd Tapper||
nm0712699|Jean-Pierre Rawson||
nm0000693|Peter Weller||
nm0164999|Shirley Clarke||
nm1196755|Marc Turtletaub||
nm3338324|Ben O'Brien||
nm7313563|Howie Dewin||
nm1101189|Darcy Yuille||
nm5026086|Roman Chimienti||
nm1636997|Gabriel Kalim Mucci||
nm1145578|Hajime Kamegaki||
nm0144932|Angelo Castiglioni||
nm2609593|Ido Haar||
nm0138927|Niki Caro||
nm5076726|Tim van Dammen||
nm0694341|Tristram Powell||
nm0146991|Fred Cavayé||
nm0000634|Peter Sellers||
nm0918452|Larry Weinstein||
nm0592803|Sudhir Mishra||
nm0346436|Val Guest||
nm0927962|Luk Wyns||
nm0369030|Christopher Hatton||
nm0791756|Chris Shepherd||
nm3098983|Brendan Toller||
nm0523880|Alejandro Lubezki||
nm0726034|Patrick Ridremont||
nm0278780|Michael Fischa||
nm1805444|Honey Trehan||
nm4997910|Linda-Maria Birbeck||
nm0625896|Charles Nemes||
nm0785515|David Serrano||
nm1292825|Anja Jacobs||
nm3819161|Vesa Kuosmanen||
nm0621033|Mick Napier||
nm0005221|Christopher Meloni||
nm9335192|Arthur Jones||
nm2272112|Andrew Jacobs||
nm5297965|Gautham Ramachandran||
nm1425747|Pedro Peirano||
nm0629272|Andrew Niccol||
nm1435120|Edouard Deluc||
nm7384184|Nicola Rose||
nm4814386|Dana Ziyasheva||
nm0025805|Rajiv Anchal||
nm0597516|Craig Monahan||
nm0744794|Bobby Roth||
nm0728307|Robert Riskin||
nm2556707|Alessio Rigo de Righi||
nm1135382|Luciano Blotta||
nm0874676|Eric Tsang||
nm2525934|Elizabeth Mitchell||
nm1334773|Luca Lucini||
nm8431980|Maider Fernández Iriarte||
nm0608741|Vitaliy Moskalenko||
nm3252257|Nardeep Khurmi||
nm0471069|Justin Kreutzmann||
nm5575570|Robert Mockler||
nm0858680|Daniela Thomas||
nm0256134|Matthias Emcke||
nm0631349|Victor Nieuwenhuijs||
nm0623272|David Naylor||
nm0825533|Ken Stein||
nm0003229|Roger Cardinal||
nm0579450|Jo Menell||
nm3025860|Nikolay Khodataev||
nm0206434|Jeffrey Day||
nm0412808|Yutaka Izubuchi||
nm0905834|Christian Wagner||
nm0238751|Michael Dryhurst||
nm0894709|Richard Vernon||
nm0332856|Richard McCarthy||
nm5134606|Neysan Sobhani||
nm1137264|Glenn McQuaid||
nm5891634|Joey Ally||
nm0973920|Yoshihiro Ueda||
nm0705411|Matt Radecki||
nm0909532|Aisling Walsh||
nm1122549|Jim Issa||
nm2973991|Anne Paulicevich||
nm5687471|Caroline Poggi||
nm0755113|Sachin Pilgaonkar||
nm3037980|Kate Tsang||
nm3685937|Stefano Cipani||
nm0435219|Thomas Kaiser||
nm3643734|Ralf Bücheler||
nm1401177|Valerie Weiss||
nm1067759|Christopher N. Rowley||
nm0905942|Jane Wagner||
nm0336049|Joan C. Gratz||
nm2375970|Giasuddin Selim||
nm2585406|Simon McQuoid||
nm3413681|Richard Gray||
nm1011337|Toomas Hussar||
nm0039112|Robert Ashley||
nm0150712|John C. Champion||
nm1054899|Sophie Goodhart||
nm0383692|Higuchinsky||
nm2131616|David 'Tosh' Gitonga||
nm0098636|Franco Bottari||
nm1334774|Geoffrey Luck||
nm0059956|Richard Baskin||
nm1301190|Pierre Monnard||
nm0643978|Jonas Odell||
nm5318586|Steve Jamison||
nm5318845|Mike Brett||
nm3936368|Kim Hyeong-joon||
nm1847630|Rune Denstad Langlo||
nm5692839|Michelle Kranot||
nm2844866|Nick DiLiberto||
nm1554601|Ezra Edelman||
nm1864602|Léa Fehner||
nm0753543|Francine Rzeznik||
nm2588719|Kiyotaka Tsurisaki||
nm1460498|Marte Vold||
nm2158003|Rajasekar||
nm0841918|Jyoti Swaroop||
nm16653058|Chaudhari Mitesh||
nm1885520|Paz Encina||
nm0684226|José Pinheiro||
nm12994674|Vipin A. Davis||
nm0457703|Lynne Kitei||
nm3061605|Deborah Haywood||
nm2447902|Andrei Dascalescu||
nm4604171|Scott Brignac||
nm0613582|Lúcia Murat||
nm1877512|Scott A. Matthews||
nm1653705|Cynthia Hill||
nm3755041|Sharon Wilharm||
nm1556132|Zack Parker||
nm3134589|Paul J. Porter||
nm2379696|K.K. Radhakrishna Kumar||
nm0601781|Rich Moore||
nm2027655|Kevin Meul||
nm4651387|Joe Nicolosi||
nm3616353|Andrew Robertson||
nm7837491|Yoon-Jung Lee||
nm8490638|Bakkiyaraj Kannan||
nm2450758|Christoph Rainer||
nm1546948|David Denneen||
nm5601644|Ricky Hess||
nm3038856|Luke Boyce||
nm1494662|Wong Ching-Po||
nm3183685|Humberto Hinojosa Ozcariz||
nm0484879|Jeffery Scott Lando||
nm1109353|Grigoriy Gyardushyan||
nm5671303|Nicolas Jack Davies||
nm0437302|Djordje Milicevic||
nm5917942|Jason Cabell||
nm1077105|Cristobal Krusen||
nm0598855|Giuliano Montaldo||
nm1486975|Annemarie Jacir||
nm6464902|Kristian Mercado||
nm0748194|Valeri Rubinchik||
nm3035574|Michael Curtis Johnson||
nm0122653|Edward Burns||
nm0792042|Jack Sher||
nm0716262|Michael Reeves||
nm0054862|David Barker||
nm1383090|Jay Weisman||
nm2333968|César Esteban Alenda||
nm0165965|Tom Clegg||
nm3566251|Lidiya Ishimbaeva||
nm1789635|Chris Bouchard||
nm10625383|Daniel Markowicz||
nm0778668|Valerie Scoon||
nm4085810|Edward Ellis||
nm0795511|Kei Shu||
nm0512256|Lance Lindsay||
nm1014959|Phil Hawkins||
nm0596237|Amit Mitra||
nm2501200|Alex Vlack||
nm0347492|Alain Guiraudie||
nm0084598|Rick Bitzelberger||
nm6526715|Benjamin Cleary||
nm2077237|Ben Fritz||
nm0646179|Enrico Oldoini||
nm0408006|Yasuhiro Imagawa||
nm3138629|Anton Bormatov||
nm1936232|Alison Locke||
nm3436745|Philip Sansom||
nm2896395|Levent Semerci||
nm6689252|Amit Ulman||
nm0342156|Paul Grimault||
nm3039005|Jody Wheeler||
nm6268425|Henry Loevner||
nm4151530|Ping Wang||
nm4303911|Joseph Pepitone||
nm0424998|Douglas G. Johnson||
nm13631763|Danny Stygion||
nm2911203|Yûya Ishii||
nm0870741|Ivo Trajkov||
nm4877472|Thomas Wilson-White||
nm3237189|Hillman Curtis||
nm4671160|Simon Savelyev||
nm0715669|Roland D. Reed||
nm0288758|Lawrence Fowler||
nm0286571|Ebrahim Forouzesh||
nm7028877|Heikki Häkkinen||
nm2119224|Gregor Erler||
nm0512548|Leopold Lindtberg||
nm0578985|Lothar Mendes||
nm0090215|Edward Boase||
nm0783629|Edgar Selwyn||
nm0295639|Claude Friese-Greene||
nm9322578|Yunsung Kang||
nm2474467|Taylor Engel||
nm7591919|Kim Bong-Joo||
nm1564649|Victoria Stone||
nm0088546|Ricky Blitt||
nm0926458|Stephen Whittaker||
nm2060706|Jennifer Fox||
nm0163786|Colbert Clark||
nm1770243|Andrew Rizzo||
nm0501335|Jean Lemire||
nm4105794|Phil Sheerin||
nm11893084|Jessica Robinson||
nm0246211|Waldemar Dziki||
nm0255802|Bille Eltringham||
nm1201559|Adam Sanderson||
nm3781172|Wilm Huygen||
nm1713577|Eric Murphy||
nm4232740|Kôdai Hama||
nm4925485|Roman Ilyushenko||
nm5027111|Anatoliy Alyashev||
nm6588046|Andrew J.D. Robinson||
nm2525080|Yoshihiro Mori||
nm1375582|Caroline Laskow||
nm0247826|Isaac H. Eaton||
nm1436017|Gavin Kelly||
nm1087263|Nayan Padrai||
nm7797855|Mathew Orzel||
nm0877617|Jann Turner||
nm3264396|D. Erik Parks||
nm9152447|Can Emre||
nm0002240|Katt Shea||
nm8099914|Ken May||
nm0743239|Benjamin Ross||
nm3202804|Jordan Graham||
nm7171633|Matthew Chow||
nm2863372|Rita Baghdadi||
nm0033937|Naum Ardashnikov||
nm1737283|Alan Wan||
nm7473888|Ricardo Castro Velazquez||
nm0903660|Robert Voskanian||
nm1242062|Arie Posin||
nm8146932|Moritz Riesewieck||
nm0946385|George Yarbrough||
nm1033596|Neil H. Weiss||
nm0572114|Dee McLachlan||
nm7865570|Bao Nhân||
nm0677403|Sidney Peterson||
nm0634629|Lucien Nonguet||
nm8620722|Jon Saunders||
nm0517475|Terry Lofton||
nm1029158|Marc Dugain||
nm6090083|Cheuk-Tin Ho||
nm3323099|Brett Davey||
nm0152741|Joe Charbanic||
nm0717163|Alison Reid||
nm2520466|Troy Szebin||
nm3047739|Kurt Norton||
nm0903232|Sharon von Wietersheim||
nm2374154|D.W. Thomas||
nm0640226|Jim O'Connolly||
nm1834166|David Fenster||
nm7970226|Jeff Allen||
nm0840690|Takuji Suzuki||
nm13064156|Kelly Halihan||
nm8052301|Craig Ainsley||
nm0477378|Gordon Kyle||
nm3886417|Clay Porter||
nm6073518|Siti Kamaluddin||
nm7674008|Ivan Stepanov||
nm13068944|Sarah Watts||
nm1402329|Keith Hartman||
nm2522141|Tariq Tapa||
nm1898893|Xavier Berraondo||
nm1223381|Andrés Baiz||
nm0304400|Nabi Ganiyev||
nm0135167|Giorgio Capitani||
nm4667355|Theo James Krekis||
nm0745632|Didier Rouget||
nm0880220|Manfred Uhlig||
nm0479586|Leopoldo Laborde||
nm2574581|Jean-Charles Hue||
nm1878916|Esteban Crespo||
nm0789748|Harold M. Shaw||
nm0943139|Min-Hsiung Wu||
nm2439536|Chris Williamson||
nm0605266|Mark Mori||
nm1580740|Juan Camilo Pinzón||
nm1545689|Daniel Powell||
nm11693573|Shixing Xu||
nm0612465|Phil Mulloy||
nm0625080|Alice Nellis||
nm0775216|Boris Schreiber||
nm0375372|Peter Heller||
nm0286868|James Forsher||
nm2240418|Nimisha Mukerji||
nm0002911|Jay Holben||
nm0134890|Mick Caouette||
nm1667641|Phil Peel||
nm1216723|Thomas Honickel||
nm2663911|Sam Taplin||
nm6380237|Chris Atteshlis||
nm1391682|Rohan Sippy||
nm0056714|James Barrat||
nm1388009|Barbara Wiltshire||
nm0946756|Hal Yates||
nm4100260|Su-won Shin||
nm0952998|Tonino Zangardi||
nm2443727|Koichi Okamoto||
nm0446060|Barnet Kellman||
nm0433657|Remzi A. Jöntürk||
nm0456634|David Kirkland||
nm0957310|Ilan Ziv||
nm5026056|Yana Gladkikh||
nm11370415|Jay Dev Banerjee||
nm2234254|Dano Johnson||
nm0333823|Göran Graffman||
nm4805576|Yutaka Uemura||
nm1220703|Micah Fink||
nm2979817|Michelle Ouellet||
nm2910279|Javier Espada||
nm0340375|Martin Gressmann||
nm1810414|Vivian Lin||
nm0368908|Jeff Hathcock||
nm0579318|Linda Mendoza||
nm0097918|Romeo Bosetti||
nm0448682|Charles Kent||
nm0637507|Wilfred Noy||
nm0200402|Matt Danner||
nm0595657|John Moffitt||
nm1021548|Teresa Griffiths||
nm1031293|Carlos Mendoza||
nm1764423|Edin Martinez||
nm2118270|Dániel Tiszeker||
nm1345546|Christoph Baaden||
nm0006658|Charles Wilkinson||
nm0019841|Houchang Allahyari||
nm1581380|Gregori J. Martin||
nm1344706|Mary Robertson||
nm3287127|Adam Butcher||
nm2320363|Murat Seker||
nm0291201|Cyril Frankel||
nm0153713|Charley Chase||
nm1101187|Zhong Yu||
nm0745603|Jacques Rouffio||
nm0214621|Bruno Dega||
nm0441901|Andrea Katzenberger||
nm0056054|Don Barnhart||
nm0640847|Tim O'Donnell||
nm3065825|Ryan Balas||
nm0901269|Marc F. Voizard||
nm0704841|Arthur Maria Rabenalt||
nm0074723|Timothy Björklund||
nm0810478|John Smithson||
nm7309160|Brittany Blanton||
nm1840848|Chookiat Sakveerakul||
nm2881028|Scott Hussion||
nm4861887|Torquil Jones||
nm0000009|Richard Burton||
nm0388366|Hunt Hoe||
nm0494835|John Leach||
nm0025538|Patxi Amezcua||
nm0585583|Vanessa Middleton||
nm3607564|Taisiya Igumentseva||
nm0000871|Randall Batinkoff||
nm2116358|Mehran Modiri||
nm2583932|Rick Skyler||
nm1515311|Juan Carlos Maneglia||
nm0631987|Grigori Nikulin||
nm4558047|Jeff Howlett||
nm0061388|Will Battersby||
nm5491239|Steven 'Prozak' Shippy||
nm0975026|Nicole Kassell||
nm0170719|Nigel Cole||
nm8007406|Howard Patterson||
nm0504641|François Leterrier||
nm4785450|Nora Unkel||
nm4234237|Ben Rivers||
nm18267046|Amanda Ruggeri||
nm0919369|Paul Weitz||
nm0670029|Christopher Peditto||
nm0596636|Andrew Molina||
nm0534550|Jean-Marie Maddeddu||
nm0550859|Edwin L. Marshall||
nm1129806|Wyatt Denny||
nm0497274|Francis Lee||
nm0547876|Lex Marinos||
nm0952272|Mark Zakharov||
nm2445423|Pella Kagerman||
nm2686376|Fadhel El-Garhi||
nm0717094|Denis Reichle||
nm0942687|Norman Wright||
nm0638354|David Nutter||
nm0551630|Massimo Martelli||
nm12900929|Yanakaya||
nm1440668|Jonathan Smith||
nm0870204|Stuart Townsend||
nm0801157|Peter R. Simpson||
nm3304337|Jon Kondelik||
nm1953126|Adam Dow||
nm0420135|Richard Jefferies||
nm2224797|Stuart Miller||
nm3487064|Yang Xiao||
nm0205827|Abolhassan Davoodi||
nm0112253|Stanley M. Brooks||
nm0956169|Scott Ziehl||
nm1458108|Pyotr Buslov||
nm0132646|Kevin Campbell||
nm0957505|Craig Zobel||
nm0967692|Ivan Zivkovic||
nm4069612|Wuershan||
nm4902126|Randall Lobb||
nm0015403|Dylan Akio Smith||
nm0277450|Roy Finch||
nm0524461|Anthony Lucero||
nm0316230|Constantine Giannaris||
nm0578857|Eric Mendelsohn||
nm0498304|Suh-Goon Lee||
nm0606977|Todd Morris||
nm0249998|Gale Edwards||
nm0434337|Djordje Kadijevic||
nm0702522|Markku Pölönen||
nm2898543|Geordie Sabbagh||
nm0225035|Ramona S. Diaz||
nm0264925|Maksim Fadeev||
nm0008457|Jeanne Abel||
nm0957169|Daniel Zirilli||
nm3025942|Felicity Egerton||
nm1993675|Anna Sofie Hartmann||
nm4224732|Joe Gannon||
nm0419237|Vojtěch Jasný||
nm4969058|Juan Salas||
nm0865847|Peter Tolan||
nm0094565|Fabio Bonifacci||
nm1332844|Amy Berg||
nm0940155|Billy Woodberry||
nm6974200|Josh Romyn||
nm0032205|John Appel||
nm0659023|Pan Nalin||
nm2003820|Sebastián Hofmann||
nm2622478|Eldar Salavatov||
nm10647473|Nathalie Labarthe||
nm0000600|Sam Raimi||
nm0812458|Andrey Sokolov||
nm1909515|Nathan Truesdell||
nm3503024|Alexander Monelli||
nm9753377|Helena Coan||
nm0006590|Georgi Djulgerov||
nm0953261|Frank Zappa||
nm0895281|Liza Vespi||
nm0537734|Gabriele Mainetti||
nm6436658|Ashwiny Iyer Tiwari||
nm0268468|John Farris||
nm2011594|Jack Lewars||
nm1498362|James Adolphus||
nm9799186|Tadashi Nagayama||
nm1174084|Lina Roessler||
nm0105862|Ted Braun||
nm1550571|John Maringouin||
nm0008352|Noriyuki Abe||
nm0330347|Josh Gordon||
nm5860037|Gabriela Ledesma||
nm0561732|Joe C. Maxwell||
nm7364459|Jaren Hayman||
nm3944571|Ali Hakim||
nm0231547|Walter Dominguez||
nm0004941|Soleil Moon Frye||
nm0236405|Julian Doyle||
nm0074844|Nir Bergman||
nm0567164|Jim McCullough Jr.||
nm3124542|David Palmer||
nm2455668|Maurice Trouwborst||
nm0158966|Lisa Cholodenko||
nm0834893|Susan Stroman||
nm0257991|Jérôme Enrico||
nm7455111|Kim Yong-wan||
nm1172535|R.V. Udhaya Kumar||
nm0934912|Jonathan Winfrey||
nm3743828|Clare Niederpruem||
nm4146381|Nathalie Álvarez Mesén||
nm0228119|Paula Diperna||
nm9909259|James Snider||
nm3090755|Jon YonKondy||
nm0118348|Douglas Buck||
nm1354965|Dale Fabrigar||
nm1460101|Tony Schiena||
nm1033667|Michael Winnick||
nm0352524|David Hackl||
nm0662820|Andrew Parkinson||
nm1031246|Lucky McKee||
nm1359360|Dharani||
nm0003886|Conrad E. Palmisano||
nm2190010|David Tillman||
nm1580758|Wenzel Storch||
nm0706888|Daniel Raim||
nm3715815|George Kirby||
nm3745731|Bogdan Mirica||
nm2384274|Murdo MacLeod||
nm0126440|John Byrum||
nm0615767|Susan Muska||
nm0034564|Luis Argueta||
nm1385244|Michael Gramaglia||
nm1625174|Tom MacRae||
